"","timestamp","report_week","week","year","hospital_code","federal_entity","hospital_type","administrative_entity","arch_beds_count","op_beds_count","op_beds_er_count","op_pavilions_count","operability_icu","operability_icu_p","operability_er","operability_sx","operability_lab","operability_uls","operability_ct_mri","operability_xr","er_avail_adrenalin","er_avail_atropine","er_avail_dopamine","er_avail_cephalosporins_betalactams","er_avail_aminoglycosides_quinolone","er_avail_vancomycin_clindamycin","er_avail_lidocaine","er_avail_minor_opioids","er_avail_major_opioids","er_avail_iv_fluids","er_avail_diazepam_dph","er_avail_heparin","er_avail_steroids","er_avail_insulin","er_avail_asthma","er_avail_blood_pressure","er_avail_defibrillator","er_avail_ott_intubation","er_avail_catheter","er_avail_oxygen_suction","sx_avail_minor_opioids","sx_avail_major_opioids","sx_avail_anesthetic_gases","sx_avail_anesthetics_iv","sx_avail_relaxants","sx_avail_ott_intubation","sx_avail_patient_lingerie_kit","sx_avail_disposables_mask_gloves_gown","sx_avail_oxygen_suction","rrt_date_stopped_operability","rrt_reason_stopped_operability","rrt_reverse_osmosis_unit_operability","nutr_reason_stopped_operability","nutr_freq_milk_formulas","pneumonia_antibiotic_therapy_latency","mi_thrombolytic_treatment_latency","power_outage_days_count","power_outage_equipment_failure","power_outage_mortatility","power_outage_deaths_count","strike_medical_staff_affected","strike_nurses_affected","strike_other_staff_affected","strike_patients_affected","strike_other_affected","staff_violence_affected_reasons","mortality_hospital_failure_cardiovascular_cause_equipos","mortality_hospital_failure_cardiovascular_cause_medicamentos","mortality_hospital_failure_cardiovascular_cause_recursohumano","mortality_hospital_failure_cardiovascular_cause_luzelectrica","mortality_hospital_failure_cardiovascular_cause_restoestructurales","mortality_hospital_failure_trauma_cause_equipos","mortality_hospital_failure_trauma_cause_medicamentos","mortality_hospital_failure_trauma_cause_recursohumano","mortality_hospital_failure_trauma_cause_luzelectrica","mortality_hospital_failure_trauma_cause_restoestructurales","staff_violence_affected_reasons_violencia_familiares","staff_violence_affected_reasons_violencia_paramilitar","staff_violence_affected_reasons_violencia_fuerzas","staff_violence_affected_reasons_robos","staff_violence_affected_reasons_homicidios","epidemiological_emergency_suspected_diseases_difteria","epidemiological_emergency_suspected_diseases_sarampion","epidemiological_emergency_suspected_diseases_TBC","epidemiological_emergency_suspected_diseases_influenza","epidemiological_emergency_suspected_diseases_fiebrehemorragica","epidemiological_emergency_suspected_diseases_zika","epidemiological_emergency_suspected_diseases_gillanbarre"
"11","2020-01-27T21:20:36.881Z","3 del 2020","3","2020","AMA000","Amazonas","Tipo II","MPPS",170,56,26,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","Hubo formulas lácteas menos de 3 días",420,240,"Entre 3 y 5 días","No","No",NA,"","","","","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"12","2019-08-20T22:11:30.705Z","30 del 2019","30","2019","AMA000","Amazonas","Tipo II","MPPS",170,67,32,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","Menos de 3 de días","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Entre 1 y 2 días","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",4320,1320,"Menos de 3 días","No","No",NA,"","","","","","",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","2019-08-20T22:25:13.305Z","31 del 2019","31","2019","AMA000","Amazonas","Tipo II","MPPS",170,73,41,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","Menos de 3 de días","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",4320,4320,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","2019-08-20T22:45:52.803Z","32 del 2019","32","2019","AMA000","Amazonas","Tipo II","MPPS",170,59,21,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","Entre 3 y 5 días","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Entre 1 y 2 días","Entre 3 y 5 días","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",4320,4320,"Entre 3 y 5 días","No","No",NA,"","","","","","",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","2019-08-25T02:13:40.031Z","33 del 2019","33","2019","AMA000","Amazonas","Tipo II","MPPS",170,84,37,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","Menos de 3 de días","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",0,0,"Entre 3 y 5 días","No","No",0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","2019-08-25T02:24:44.452Z","34 del 2019","34","2019","AMA000","Amazonas","Tipo II","MPPS",170,69,36,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","Menos de 3 de días","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",0,0,"Menos de 3 días","No","No",0,"","","","","","",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17","2019-09-04T02:34:20.573Z","35 del 2019","35","2019","AMA000","Amazonas","Tipo II","MPPS",170,78,32,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","No hubo","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",0,1560,"Menos de 3 días","No","No",0,"","","","","","Violencia contra personal de hospital por familiares",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"18","2019-09-30T23:12:44.359Z","36 del 2019","36","2019","AMA000","Amazonas","Tipo II","MPPS",170,58,18,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Entre 1 y 2 días","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",4320,4320,"Entre 3 y 5 días","No","No",NA,"","","","","","",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","2019-10-02T18:30:02.810Z","37 del 2019","37","2019","AMA000","Amazonas","Tipo II","MPPS",170,62,26,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","Entre 3 y 5 días","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",4320,420,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","2019-10-02T18:46:09.251Z","38 del 2019","38","2019","AMA000","Amazonas","Tipo II","MPPS",170,53,29,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","No hubo","No hubo","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","No hubo fórmulas lácteas ningún día",4320,4320,"Entre 3 y 5 días","No","No",NA,"","","","","","",1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","2019-10-22T15:34:36.115Z","39 del 2019","39","2019","AMA000","Amazonas","Tipo II","MPPS",170,56,28,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Entre 1 y 2 días","No hubo","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","Hubo formulas lácteas menos de 3 días",4320,4320,"Entre 3 y 5 días","No","No",NA,"","","","","","Violencia contra personal de hospital por familiares",1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"22","2020-02-01T03:59:09.124Z","4 del 2020","4","2020","AMA000","Amazonas","Tipo II","MPPS",170,68,29,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","Entre 1 y 2 días","No hubo","No hubo","Todos los días","Todos los días","No hubo","Todos los días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","Hubo formulas lácteas menos de 3 días",540,360,"Entre 3 y 5 días","No","No",NA,"","","","","","Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"23","2019-10-22T18:03:12.451Z","40 del 2019","40","2019","AMA000","Amazonas","Tipo II","MPPS",170,52,21,"01","Todos los días","Nunca ha existido","Todos los días","Todos los días","No operativa","No operativa","Nunca ha existido","No operativa","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Todos los días","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","Todos los días","Todos los días","Todos los días","Todos los días","Entre 1 y 2 días","No hubo","Todos los días","Mas de 1 año","Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)","","","Hubo formulas lácteas menos de 3 días",4320,360,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
